Soil_Type,Soil_Moisture,Temperature,Humidity,Crop_Type,Water_Needed_Per_Acre(Litres)
Loam,49.3,42.0,76.7,Rice,102761.38
Silt,51.8,27.3,38.2,Sugarcane,103887.96
Clay,56.5,33.9,31.3,Barley,47291.49
Silt,23.9,24.5,40.1,Barley,56158.18
Clay,29.5,31.3,65.9,Groundnut,47363.17
Sandy,29.9,26.2,36.6,Barley,73907.13
Loam,53.2,27.6,49.4,Pulses,36626.06
Sandy,65.1,33.9,34.6,Barley,46431.65
Silt,13.5,27.6,82.4,Millet,45811.07
Loam,64.6,44.5,45.9,Sugarcane,86836.01
Loam,33.8,27.0,88.2,Cotton,69947.34
Silt,35.8,24.7,62.5,Barley,51107.02
Sandy,64.4,41.5,84.7,Barley,53539.89
Clay,45.2,31.8,79.4,Rice,89969.53
Silt,61.0,21.4,88.6,Barley,37520.5
Silt,66.0,22.4,76.1,Cotton,67917.23
Silt,41.0,27.5,86.3,Millet,42970.71
Clay,12.9,17.0,85.4,Rice,110475.88
Clay,54.0,29.1,71.7,Cotton,59568.55
Clay,12.6,37.8,40.3,Wheat,65188.31
Sandy,71.8,38.1,46.8,Pulses,35639.66
Sandy,22.4,19.7,55.7,Groundnut,64984.99
Sandy,42.3,36.8,48.5,Barley,54572.19
Silt,63.5,39.4,46.8,Pulses,41918.09
Silt,71.0,28.2,31.7,Barley,50340.92
Silt,46.6,30.4,68.5,Sugarcane,103503.71
Loam,61.7,36.9,45.4,Maize,47414.6
Clay,10.8,27.1,76.1,Rice,112154.57
Silt,19.4,20.5,40.5,Millet,50421.95
Loam,37.8,35.4,62.2,Millet,38606.35
Silt,16.8,44.0,67.1,Millet,41585.12
Silt,70.7,20.3,63.0,Millet,32970.8
Loam,46.4,27.2,81.5,Cotton,60861.7
Clay,66.8,27.3,43.2,Cotton,66435.05
Clay,78.6,26.0,43.4,Soybean,38156.29
Clay,30.2,33.1,30.7,Cotton,80985.33
Clay,33.8,25.7,67.4,Soybean,45320.3
Loam,75.0,22.0,74.2,Pulses,33880.41
Loam,79.0,30.3,60.5,Wheat,37828.22
Silt,72.4,40.9,45.0,Rice,99785.72
Loam,63.7,43.3,68.4,Millet,38034.98
Sandy,31.2,18.9,88.2,Rice,128601.54
Loam,71.1,44.6,80.8,Maize,47756.66
Sandy,55.8,16.0,33.3,Groundnut,51055.78
Clay,46.7,15.6,55.6,Rice,99080.16
Sandy,32.9,38.8,52.3,Groundnut,66086.11
Loam,77.7,26.9,56.1,Maize,48774.37
Loam,17.5,28.4,47.0,Soybean,59568.49
Silt,33.6,28.0,54.5,Pulses,43150.75
Silt,72.7,44.3,72.0,Millet,28528.6
Loam,12.4,35.5,71.7,Maize,70217.83
Loam,18.9,22.3,70.2,Wheat,58981.22
Sandy,37.8,44.8,30.3,Millet,41977.79
Silt,16.8,40.7,89.3,Barley,54098.38
Sandy,29.5,24.7,62.2,Millet,55379.13
Silt,67.8,30.6,48.1,Millet,40121.12
Sandy,27.4,22.6,33.9,Millet,53597.55
Loam,47.0,38.0,39.7,Millet,36006.57
Clay,13.5,40.1,87.1,Rice,93005.41
Silt,22.6,32.8,83.0,Pulses,44198.26
Sandy,47.7,16.4,45.3,Sugarcane,119658.15
Silt,67.0,16.4,31.9,Maize,53327.67
Loam,58.9,38.8,93.1,Cotton,62894.66
Sandy,69.7,21.2,81.6,Wheat,44232.58
Sandy,59.1,31.7,48.9,Rice,113087.0
Clay,25.7,26.4,74.3,Wheat,48500.25
Silt,62.8,20.6,45.1,Groundnut,48635.98
Loam,60.1,32.0,73.1,Rice,91076.11
Clay,32.9,18.5,83.4,Maize,47911.52
Silt,20.5,35.6,51.1,Maize,73190.28
Clay,11.4,29.4,83.7,Wheat,59701.63
Sandy,53.9,36.5,54.3,Pulses,45779.08
Sandy,20.1,41.7,73.4,Barley,64590.02
Loam,46.1,16.7,58.0,Maize,64693.22
Sandy,24.3,41.9,93.3,Pulses,49345.44
Clay,65.5,34.0,49.6,Millet,29635.65
Sandy,66.9,43.3,40.5,Wheat,46294.02
Loam,62.3,22.3,58.8,Sugarcane,93393.35
Sandy,27.9,34.6,72.0,Sugarcane,126592.87
Sandy,53.4,15.7,37.6,Maize,65025.75
Clay,29.3,37.9,71.6,Soybean,50480.67
Silt,66.2,24.8,69.6,Maize,52717.54
Sandy,53.8,44.4,83.9,Pulses,49290.13
Loam,62.4,36.5,78.5,Pulses,38734.39
Clay,75.7,34.6,32.3,Sugarcane,70483.69
Loam,12.3,29.0,48.9,Rice,112666.93
Silt,18.4,43.2,60.1,Pulses,46367.4
Silt,74.4,15.6,71.7,Pulses,36598.79
Clay,49.1,25.5,63.9,Soybean,55014.2
Loam,44.5,22.7,31.8,Maize,64373.87
Silt,15.7,29.1,42.8,Millet,53167.96
Silt,25.9,20.7,33.7,Barley,53437.8
Clay,65.9,20.8,94.8,Groundnut,30186.91
Loam,22.5,26.7,78.9,Barley,50265.44
Clay,43.1,30.5,49.2,Soybean,44311.99
Sandy,34.0,31.3,53.9,Groundnut,51102.61
Clay,67.2,21.9,30.6,Sugarcane,68970.98
Loam,60.1,41.5,85.6,Soybean,52211.18
Loam,32.8,23.6,78.9,Soybean,56478.94
Sandy,57.5,38.3,87.5,Groundnut,41366.79
Clay,58.7,40.2,35.3,Wheat,46393.52
Sandy,80.0,17.2,65.6,Cotton,72149.55
Loam,54.2,35.8,56.5,Wheat,51455.08
Silt,22.7,35.2,88.7,Rice,98177.24
Silt,54.2,41.5,38.3,Groundnut,48609.0
Clay,37.3,24.3,91.1,Soybean,44108.38
Silt,61.2,38.1,37.1,Wheat,45359.31
Loam,78.3,41.1,39.0,Groundnut,41478.52
Loam,67.8,23.5,83.0,Millet,27873.38
Clay,30.6,38.8,44.8,Pulses,47286.39
Silt,28.8,44.3,44.6,Millet,42572.79
Clay,56.8,28.6,30.5,Sugarcane,84677.5
Clay,53.9,24.7,66.1,Sugarcane,77218.88
Clay,12.1,38.8,67.6,Soybean,60421.47
Silt,64.5,40.3,73.7,Rice,93026.48
Loam,40.4,35.8,61.0,Pulses,49143.84
Silt,47.1,20.2,31.4,Soybean,58129.98
Clay,24.4,41.7,86.3,Cotton,73371.83
Sandy,20.8,20.3,39.6,Wheat,70033.49
Silt,71.0,26.5,83.6,Cotton,63436.87
Sandy,59.6,44.9,57.3,Rice,111227.91
Loam,57.6,29.4,31.1,Rice,112933.46
Silt,78.8,42.2,69.7,Maize,54840.74
Silt,17.7,27.8,70.8,Millet,52948.11
Clay,72.8,39.5,33.7,Maize,48246.01
Silt,68.6,34.8,86.9,Sugarcane,84016.74
Clay,28.2,38.5,64.2,Millet,41651.65
Silt,65.2,33.9,86.8,Pulses,41240.29
Silt,29.2,42.6,66.7,Wheat,62695.42
Silt,59.6,17.4,81.4,Wheat,52813.62
Sandy,60.0,17.9,88.0,Cotton,72868.27
Silt,14.8,20.7,89.6,Maize,76242.36
Clay,12.3,28.2,68.8,Soybean,52093.2
Silt,20.7,43.0,72.0,Millet,40003.15
Sandy,47.4,35.1,44.4,Millet,47375.27
Sandy,36.6,15.7,70.3,Barley,54622.14
Sandy,79.1,41.6,56.7,Groundnut,42051.15
Silt,28.0,31.4,87.8,Soybean,51558.48
Clay,23.8,28.4,60.1,Soybean,55263.56
Loam,22.5,41.5,60.1,Millet,44876.77
Loam,30.8,21.7,53.3,Sugarcane,115043.1
Loam,13.2,23.8,88.5,Soybean,61810.93
Sandy,16.4,21.5,58.9,Barley,64759.83
Silt,25.1,30.5,30.7,Soybean,63236.55
Loam,66.2,36.3,64.2,Cotton,64412.03
Sandy,25.0,24.0,56.5,Groundnut,59430.26
Silt,23.8,40.5,84.3,Cotton,85655.72
Clay,76.5,30.5,75.2,Rice,78880.85
Sandy,52.2,22.6,92.2,Pulses,49237.01
Loam,66.4,37.8,91.4,Maize,48228.98
Sandy,53.0,36.4,66.7,Rice,121743.24
Clay,45.1,41.3,73.0,Cotton,70243.61
Clay,57.6,31.2,83.4,Groundnut,31246.18
Clay,55.6,41.1,31.5,Rice,102123.46
Sandy,35.8,34.4,81.7,Soybean,67323.21
Sandy,49.6,31.6,90.2,Wheat,54648.22
Sandy,33.8,19.5,39.4,Rice,119860.42
Sandy,79.2,43.5,55.9,Sugarcane,80925.09
Silt,76.4,37.5,78.1,Millet,28966.76
Silt,78.0,38.0,46.1,Maize,53925.52
Silt,71.6,22.6,83.9,Rice,85273.13
Clay,41.0,22.2,31.5,Wheat,55234.92
Loam,24.7,23.4,86.4,Rice,104515.6
Sandy,18.1,37.4,73.4,Cotton,103673.67
Silt,34.0,43.4,37.0,Groundnut,59439.39
Silt,47.9,37.1,79.3,Maize,53564.29
Clay,23.0,33.9,66.4,Cotton,82532.33
Loam,17.9,27.4,61.1,Barley,53979.79
Loam,39.7,37.0,45.2,Pulses,51152.29
Silt,23.2,44.3,49.8,Cotton,83294.7
Clay,19.9,31.6,73.7,Sugarcane,89374.18
Sandy,10.8,42.9,38.6,Cotton,115427.45
Loam,53.7,17.1,85.2,Rice,79352.5
Sandy,46.1,18.9,35.8,Groundnut,62451.3
Clay,23.2,18.1,62.3,Maize,58460.99
Silt,66.2,17.1,41.2,Rice,102328.35
Sandy,36.9,18.8,88.2,Wheat,55478.36
Silt,10.1,20.2,66.1,Soybean,76867.84
Sandy,76.8,41.1,62.0,Cotton,64232.65
Loam,16.8,38.0,67.7,Groundnut,58869.5
Silt,18.2,43.6,52.0,Barley,59686.82
Clay,51.6,41.6,34.3,Cotton,62803.65
Sandy,11.5,40.9,31.7,Millet,49860.16
Silt,57.8,15.9,44.6,Cotton,63932.86
Silt,31.0,17.9,81.4,Soybean,56684.98
Loam,72.3,29.4,43.9,Pulses,31478.6
Loam,25.8,43.1,37.5,Groundnut,51228.97
Clay,30.0,21.5,31.4,Barley,52940.27
Sandy,20.6,28.1,77.7,Barley,56697.04
Silt,23.8,29.6,91.5,Millet,47418.1
Clay,10.7,30.0,76.3,Pulses,43386.86
Sandy,40.9,43.6,88.0,Cotton,75117.32
Sandy,39.3,23.5,33.5,Maize,67580.46
Silt,35.0,21.9,43.6,Soybean,55706.81
Sandy,29.5,35.8,64.9,Groundnut,53817.54
Sandy,20.3,43.7,63.3,Soybean,62509.36
Loam,73.1,37.0,42.4,Wheat,44056.99
Silt,22.2,37.2,36.9,Barley,68698.07
Clay,14.8,15.4,90.7,Soybean,56431.32
Loam,56.4,43.6,63.1,Maize,53547.97
Silt,79.7,34.0,56.6,Soybean,49976.66
Sandy,27.6,26.5,82.4,Groundnut,49244.0
Clay,14.9,42.7,64.0,Maize,56610.18
Clay,20.0,25.6,83.2,Soybean,47365.95
Loam,49.5,44.1,74.8,Soybean,46598.23
Loam,17.6,24.0,76.9,Sugarcane,99487.16
Sandy,57.4,22.6,46.4,Pulses,44292.59
Clay,11.3,28.0,51.0,Maize,72023.49
Sandy,28.1,31.9,81.3,Maize,61618.28
Clay,42.6,37.2,42.1,Wheat,46415.79
Sandy,24.7,34.8,72.1,Pulses,50040.52
Clay,25.4,34.3,63.6,Wheat,56679.49
Clay,42.9,29.2,34.1,Sugarcane,80121.48
Loam,73.4,20.5,30.0,Maize,59715.24
Loam,21.7,40.8,70.1,Groundnut,54933.43
Silt,22.0,18.1,37.2,Sugarcane,125984.16
Clay,62.7,35.7,65.0,Sugarcane,67949.72
Clay,18.8,27.0,53.3,Pulses,39483.21
Silt,45.5,43.7,36.5,Barley,51829.4
Clay,40.8,29.0,54.5,Cotton,64755.61
Sandy,41.1,31.7,89.6,Sugarcane,107618.36
Sandy,30.2,43.7,32.3,Pulses,54081.39
Clay,27.5,35.8,54.2,Maize,64607.61
Silt,31.6,18.7,44.2,Barley,53175.59
Sandy,15.8,21.3,90.7,Soybean,79900.16
Clay,20.2,32.1,46.5,Maize,70536.04
Clay,21.6,27.5,63.7,Rice,117713.24
Loam,52.9,43.5,38.5,Soybean,55865.07
Clay,22.5,24.0,67.3,Groundnut,45977.89
Loam,18.4,33.0,43.0,Barley,61427.75
Silt,19.3,31.8,61.6,Maize,70118.43
Clay,76.7,20.2,94.3,Cotton,43985.11
Loam,74.9,35.1,81.3,Barley,37025.25
Clay,73.6,44.1,31.9,Sugarcane,74767.38
Sandy,28.8,16.4,60.6,Groundnut,51012.16
Loam,32.1,27.7,48.8,Rice,126671.11
Loam,50.2,33.9,44.0,Sugarcane,101729.0
Silt,53.4,23.0,32.3,Cotton,85813.3
Loam,51.9,36.4,42.6,Soybean,55594.46
Silt,46.3,35.6,77.0,Sugarcane,106999.14
Silt,26.7,43.0,87.7,Pulses,47074.07
Loam,35.0,23.3,90.2,Barley,45009.8
Clay,59.4,33.4,75.0,Soybean,50232.08
Loam,39.8,32.9,51.1,Wheat,48160.11
Loam,35.5,42.5,44.6,Sugarcane,108908.83
Loam,53.3,16.0,59.3,Soybean,54142.54
Loam,45.7,29.5,70.0,Sugarcane,83298.56
Loam,79.0,43.0,48.0,Sugarcane,64979.32
Sandy,30.6,31.5,69.1,Rice,134263.46
Sandy,35.6,17.5,80.7,Maize,69027.16
Silt,71.4,15.7,86.0,Rice,74452.75
Sandy,58.9,40.3,45.3,Rice,96810.5
Sandy,38.9,18.3,65.3,Cotton,80117.72
Silt,22.2,16.4,73.4,Pulses,53364.75
Clay,71.6,32.8,88.9,Wheat,35244.11
Sandy,40.5,26.9,45.8,Maize,67508.83
Sandy,72.4,37.7,83.5,Cotton,57286.59
Silt,65.8,40.4,67.8,Rice,85998.97
Clay,18.7,33.4,72.1,Barley,45519.6
Sandy,11.1,26.5,83.1,Wheat,65853.35
Loam,72.8,29.2,55.0,Barley,41856.4
Clay,67.5,28.3,48.9,Millet,30025.38
Sandy,47.2,26.7,78.1,Barley,55997.93
Sandy,19.3,17.6,78.3,Soybean,70736.67
Clay,37.4,38.9,70.9,Groundnut,37285.53
Sandy,75.9,32.7,40.4,Sugarcane,91366.11
Clay,62.4,41.2,63.7,Groundnut,40249.51
Sandy,61.3,37.4,41.0,Barley,48169.59
Silt,21.1,40.0,85.7,Sugarcane,120923.62
Sandy,52.1,17.5,93.8,Maize,53291.91
Sandy,15.4,15.5,55.6,Cotton,108514.5
Loam,43.6,30.9,65.0,Rice,104789.89
Silt,18.7,27.3,93.2,Sugarcane,111277.97
Sandy,24.9,26.1,85.4,Barley,67949.99
Loam,71.2,25.4,67.5,Sugarcane,85569.58
Sandy,15.4,29.3,71.8,Cotton,82779.0
Clay,13.0,39.3,78.3,Maize,69104.13
Sandy,13.5,19.6,30.7,Wheat,80652.17
Sandy,29.2,37.2,63.3,Rice,109842.13
Loam,16.5,39.4,48.0,Barley,65249.9
Sandy,36.1,31.3,30.7,Pulses,54086.34
Loam,42.8,18.0,75.1,Soybean,47107.73
Silt,24.0,41.5,64.3,Soybean,58074.01
Sandy,42.0,19.7,77.1,Maize,75019.76
Clay,66.3,41.9,50.7,Barley,42929.64
Sandy,38.4,33.0,70.3,Barley,61625.72
Clay,46.5,42.8,52.1,Wheat,45218.55
Loam,24.7,28.8,54.2,Rice,115440.15
Clay,62.2,32.1,77.1,Pulses,34635.91
Loam,38.9,17.9,37.9,Barley,48493.64
Clay,21.0,22.5,92.1,Barley,41970.57
Silt,34.0,30.2,56.1,Maize,77352.8
Loam,62.9,28.6,53.9,Barley,41671.75
Loam,25.0,16.4,47.7,Millet,46663.21
Clay,43.3,24.7,50.4,Maize,54233.65
Clay,72.4,34.8,57.6,Millet,24503.56
Silt,53.4,18.7,56.1,Cotton,75448.93
Clay,45.9,35.7,61.8,Pulses,33511.67
Sandy,59.6,38.0,51.8,Pulses,49028.67
Sandy,65.3,35.3,54.1,Rice,99987.19
Sandy,13.2,22.2,67.3,Groundnut,68893.53
Clay,17.1,25.7,52.9,Wheat,62106.46
Sandy,41.8,32.5,31.3,Barley,66108.69
Sandy,34.0,44.1,58.7,Maize,76472.54
Sandy,47.8,27.4,79.2,Sugarcane,90237.17
Sandy,65.2,15.0,70.0,Sugarcane,83804.73
Loam,14.5,39.2,51.7,Cotton,93017.25
Loam,27.8,42.8,58.9,Rice,101021.68
Loam,75.5,44.8,63.0,Millet,34381.98
Loam,15.5,38.1,80.0,Maize,63922.07
Loam,15.7,44.7,44.0,Millet,45524.81
Loam,72.9,26.8,79.3,Rice,83873.52
Sandy,14.6,30.7,69.2,Groundnut,65754.52
Clay,69.5,27.3,75.4,Cotton,55497.05
Silt,20.9,44.7,70.4,Rice,135912.38
Sandy,28.1,19.2,84.6,Pulses,45467.3
Sandy,69.6,15.8,63.3,Soybean,50848.22
Clay,39.8,39.0,67.5,Millet,34981.31
Loam,35.4,20.0,58.9,Rice,93179.14
Sandy,20.5,29.7,46.7,Soybean,77699.48
Sandy,26.0,37.2,40.2,Sugarcane,118983.18
Loam,21.5,32.9,53.2,Barley,60496.41
Clay,19.1,25.7,33.1,Soybean,64538.02
Loam,28.2,30.3,63.7,Millet,39536.29
Sandy,15.0,25.9,57.8,Cotton,90458.05
Sandy,60.6,20.4,63.0,Maize,68212.71
Silt,62.8,37.2,59.9,Maize,61306.67
Loam,68.6,43.3,91.6,Sugarcane,82319.86
Silt,15.7,30.7,82.9,Groundnut,48117.75
Sandy,13.3,18.6,84.0,Soybean,64437.66
Loam,65.7,29.1,93.4,Groundnut,33724.62
Loam,27.5,15.6,50.9,Soybean,63336.58
Sandy,46.5,41.4,54.0,Maize,68976.23
Sandy,26.1,20.6,59.0,Millet,53272.98
Sandy,63.3,32.7,77.3,Pulses,36471.47
Sandy,51.0,36.5,85.0,Groundnut,44634.85
Loam,53.9,40.2,75.0,Barley,38629.54
Loam,33.4,16.2,72.2,Sugarcane,87559.51
Silt,44.0,20.4,61.1,Maize,54318.46
Silt,50.7,36.5,30.7,Cotton,80987.3
Loam,68.5,40.8,92.5,Soybean,46837.21
Sandy,35.2,28.6,89.7,Maize,59661.25
Silt,53.0,38.6,54.4,Wheat,47990.0
Loam,15.7,17.5,63.9,Groundnut,62400.4
Sandy,69.5,21.7,60.9,Pulses,37196.68
Silt,68.4,42.1,58.6,Barley,40992.18
Clay,54.5,19.8,54.2,Pulses,41172.16
Clay,19.5,16.2,82.9,Groundnut,51507.52
Loam,44.6,42.6,75.1,Sugarcane,82570.77
Loam,75.6,34.6,46.9,Soybean,45347.83
Loam,69.5,17.2,68.1,Sugarcane,73490.74
Loam,76.3,28.2,88.9,Soybean,43479.48
Loam,32.5,28.8,60.4,Rice,95379.36
Silt,39.5,32.0,30.6,Wheat,64775.84
Sandy,36.4,30.2,39.8,Rice,121815.85
Clay,11.8,34.4,82.0,Pulses,40922.92
Clay,14.6,39.3,75.0,Pulses,40544.65
Loam,73.6,26.4,60.2,Rice,75856.74
Sandy,77.3,25.1,65.2,Rice,80007.6
Clay,32.6,19.3,93.8,Pulses,35432.44
Sandy,26.8,33.7,46.0,Millet,44643.78
Clay,12.5,31.8,64.5,Barley,50079.66
Clay,68.8,25.7,44.8,Maize,48195.59
Sandy,69.0,24.1,76.2,Maize,56950.16
Loam,36.6,22.5,83.8,Maize,67582.37
Loam,56.7,18.0,79.4,Barley,40884.26
Sandy,56.9,34.6,91.6,Groundnut,51735.55
Loam,20.4,36.0,63.4,Rice,126894.71
Silt,29.6,31.2,50.8,Millet,41005.03
Silt,66.2,36.2,52.6,Wheat,45630.17
Silt,26.2,30.0,88.8,Pulses,47444.62
Sandy,11.7,21.8,33.6,Soybean,73292.51
Loam,70.5,18.4,41.8,Maize,50962.92
Silt,63.6,18.6,93.2,Pulses,32223.36
Sandy,62.0,31.0,61.3,Rice,111364.91
Loam,23.5,24.5,89.4,Rice,106411.22
Clay,70.7,37.7,58.4,Sugarcane,70377.95
Loam,72.5,43.6,56.1,Pulses,36841.98
Loam,42.0,15.7,44.5,Sugarcane,92269.49
Sandy,61.6,17.2,64.4,Groundnut,47751.36
Sandy,47.1,43.5,74.3,Soybean,57872.92
Sandy,43.9,34.6,68.4,Soybean,61898.01
Silt,23.8,28.4,49.2,Wheat,55299.9
Loam,54.5,41.8,31.7,Soybean,62721.64
Clay,36.2,24.6,54.7,Millet,34581.47
Sandy,15.2,32.7,43.1,Rice,155155.79
Loam,46.8,34.5,89.7,Rice,89883.17
Silt,50.9,37.0,79.8,Cotton,74878.59
Silt,30.3,29.9,40.0,Rice,119154.29
Loam,15.4,28.1,61.3,Rice,126202.66
Clay,40.8,30.1,49.2,Maize,56104.29
Sandy,24.4,30.7,48.0,Pulses,56865.64
Sandy,79.6,25.0,94.5,Cotton,65060.92
Silt,59.9,16.1,77.5,Barley,47096.81
Loam,72.4,30.6,93.3,Barley,40634.58
Loam,19.0,17.7,79.4,Rice,125255.98
Loam,72.2,26.5,55.4,Rice,87633.13
Clay,13.6,36.4,71.1,Millet,45247.86
Silt,75.3,37.3,81.0,Cotton,57686.34
Loam,69.6,43.8,69.5,Pulses,36480.19
Clay,61.6,16.2,54.1,Soybean,49091.86
Clay,74.6,34.3,34.3,Rice,67784.47
Silt,12.8,35.6,85.8,Cotton,84593.29
Silt,22.8,32.6,31.3,Sugarcane,133017.41
Loam,47.6,37.4,54.4,Cotton,75958.35
Clay,66.9,21.8,42.6,Cotton,49690.25
Clay,39.8,33.9,44.9,Pulses,46743.91
Sandy,12.8,43.4,46.4,Maize,91149.5
Silt,25.7,20.3,55.7,Soybean,75512.01
Sandy,44.4,18.5,42.9,Barley,64446.38
Loam,50.3,28.1,81.2,Groundnut,39575.85
Sandy,46.9,31.0,42.6,Wheat,59021.53
Loam,77.7,39.1,32.3,Maize,54948.79
Silt,58.4,21.8,62.5,Barley,47947.17
Clay,65.8,26.5,65.5,Maize,49627.45
Clay,15.7,29.1,66.9,Wheat,59519.79
Loam,33.8,25.2,56.9,Rice,109643.26
Silt,55.3,24.7,41.9,Wheat,55691.44
Sandy,31.0,24.5,57.2,Maize,68854.92
Silt,57.0,34.1,57.4,Barley,53978.31
Silt,30.7,35.1,41.3,Rice,109508.15
Loam,65.7,29.2,78.0,Wheat,38550.84
Silt,52.6,21.2,86.1,Rice,91248.07
Sandy,12.8,19.8,51.1,Millet,57567.92
Sandy,41.0,37.9,61.6,Sugarcane,110076.84
Sandy,42.0,19.4,44.9,Cotton,81412.17
Silt,14.1,15.8,69.4,Millet,43485.87
Sandy,43.9,35.1,86.5,Sugarcane,107974.37
Loam,62.4,41.8,46.5,Sugarcane,84844.42
Silt,27.0,16.9,32.8,Pulses,59610.3
Sandy,39.2,39.4,88.8,Pulses,41298.33
Loam,39.6,26.3,60.2,Maize,57056.96
Loam,37.7,17.8,66.1,Pulses,43328.09
Clay,14.1,30.1,30.3,Cotton,75231.77
Silt,78.4,32.5,34.0,Rice,95476.17
Loam,74.8,41.6,37.5,Cotton,61795.21
Loam,60.2,35.3,55.4,Barley,45721.25
Silt,71.6,41.6,34.0,Groundnut,47323.09
Clay,43.3,28.0,37.4,Barley,46306.76
Silt,25.5,43.4,87.0,Soybean,66975.36
Loam,73.8,17.0,85.9,Pulses,31718.04
Clay,52.5,40.4,53.1,Barley,42625.97
Sandy,20.4,21.9,75.7,Barley,55858.51
Sandy,58.2,30.6,36.0,Wheat,54081.76
Clay,22.2,18.9,49.0,Maize,67430.3
Clay,66.0,19.6,86.2,Barley,40292.1
Sandy,70.5,26.4,49.0,Rice,110814.02
Silt,54.6,24.8,75.8,Sugarcane,78452.88
Sandy,45.7,40.0,37.0,Cotton,87096.89
Loam,52.2,42.4,65.6,Groundnut,40855.88
Loam,24.8,23.9,46.8,Cotton,86040.08
Sandy,23.4,22.6,53.6,Wheat,67711.39
Clay,31.1,36.7,65.5,Sugarcane,84664.4
Silt,48.3,33.0,42.6,Barley,59187.74
Sandy,57.7,37.4,36.4,Barley,54837.14
Sandy,37.9,31.3,74.7,Barley,48923.81
Sandy,21.0,30.7,30.4,Groundnut,62290.65
Sandy,39.6,23.5,72.4,Millet,38830.04
Sandy,33.1,31.0,30.9,Rice,120420.64
Loam,69.8,32.3,87.8,Millet,30322.83
Loam,28.7,37.4,48.1,Wheat,56061.07
Clay,56.7,25.3,69.7,Maize,55697.64
Silt,70.1,38.7,80.1,Cotton,55657.34
Sandy,72.0,21.2,65.4,Cotton,64843.83
Sandy,44.4,43.4,74.6,Rice,128451.81
Sandy,17.3,26.9,72.6,Maize,69037.19
Clay,23.6,21.9,61.9,Pulses,46048.64
Sandy,76.8,15.9,53.3,Millet,40494.97
Clay,75.6,26.9,39.8,Barley,37284.09
Sandy,42.7,23.2,68.1,Barley,57808.04
Loam,58.9,17.2,87.2,Pulses,32524.36
Silt,50.0,27.2,42.4,Barley,58520.37
Clay,62.7,21.7,46.6,Groundnut,42107.4
Silt,69.3,24.7,31.2,Cotton,69560.18
Clay,34.2,38.5,64.9,Rice,86907.41
Clay,34.6,27.6,72.7,Pulses,38337.81
Clay,66.9,23.6,65.6,Pulses,33447.76
Sandy,27.3,43.3,42.0,Pulses,58497.9
Sandy,23.8,30.9,76.8,Millet,48640.51
Silt,27.9,19.9,71.9,Pulses,51977.62
Loam,12.8,27.6,33.4,Maize,65428.57
Clay,45.4,17.7,51.7,Soybean,44479.8
Silt,26.1,15.4,67.4,Sugarcane,108276.77
Sandy,58.0,33.7,82.3,Soybean,62202.27
Sandy,62.7,38.0,45.9,Maize,67329.87
Loam,21.1,44.9,40.5,Soybean,66992.88
Loam,58.9,28.9,83.9,Millet,29772.73
Clay,37.5,31.9,41.1,Soybean,52608.51
Silt,49.0,36.4,65.5,Millet,44002.91
Silt,23.8,28.8,39.8,Barley,66412.63
Loam,72.9,40.6,48.1,Maize,50523.42
Clay,11.5,45.0,89.9,Maize,57331.45
Clay,56.4,36.2,67.6,Cotton,53267.55
Loam,57.2,18.8,60.0,Millet,37271.95
Sandy,30.2,26.7,68.0,Wheat,62986.09
Silt,64.0,36.8,66.1,Pulses,40833.59
Silt,56.8,38.6,87.3,Maize,58127.49
Loam,33.5,16.8,38.4,Cotton,69692.01
Silt,31.9,15.4,38.4,Rice,132879.37
Clay,55.9,23.2,49.4,Barley,43791.66
Loam,66.3,32.1,47.0,Sugarcane,85713.16
Silt,52.8,17.9,75.1,Rice,104771.97
Loam,15.7,42.1,57.6,Barley,64407.66
Silt,75.7,29.7,67.6,Groundnut,44581.21
Clay,49.7,33.1,90.7,Maize,54267.35
Loam,43.3,31.6,85.0,Soybean,59271.49
Loam,38.8,26.3,30.9,Sugarcane,100510.74
Loam,69.2,20.4,82.5,Groundnut,40044.11
Clay,51.3,28.0,80.4,Wheat,46102.27
Silt,31.8,42.9,58.3,Groundnut,57188.29
Loam,54.8,17.6,53.4,Cotton,77762.67
Silt,21.7,40.7,35.2,Pulses,62131.73
Clay,32.0,16.1,42.7,Soybean,55783.8
Clay,50.5,34.9,65.2,Barley,38524.61
Silt,64.9,32.5,33.2,Pulses,36369.6
Clay,45.4,37.8,54.9,Soybean,52430.04
Loam,53.8,24.7,74.9,Sugarcane,79044.28
Silt,27.2,33.5,79.9,Barley,49303.43
Clay,15.4,16.5,72.6,Cotton,84281.4
Silt,20.4,25.1,47.6,Wheat,58922.69
Clay,25.8,21.7,40.6,Pulses,42592.43
Sandy,65.4,44.6,62.8,Groundnut,41736.19
Clay,12.7,15.6,66.2,Sugarcane,92428.3
Silt,48.1,16.0,71.0,Barley,44554.17
Loam,44.9,41.4,34.3,Rice,121434.42
Sandy,55.5,32.4,89.9,Rice,117314.97
Sandy,37.9,20.7,36.6,Pulses,45915.02
Loam,49.0,30.4,69.3,Cotton,64239.03
Sandy,41.8,37.1,57.7,Wheat,67432.24
Clay,58.5,30.8,48.0,Maize,47026.41
Sandy,44.9,33.5,58.1,Pulses,53051.05
Sandy,23.7,27.0,80.0,Rice,115005.72
Silt,58.9,33.8,43.9,Millet,32843.41
Sandy,26.1,43.8,66.9,Rice,117016.43
